StateAbbr,State,County,CountyFIPS,ARTHRITIS,CASTHMA,BPHIGH,CANCER,HIGHCHOL,KIDNEY,COPD,CHD,DIABETES,MHLTH,PHLTH,TEETHLOST,STROKE,TotalPopulation,GenderMajority,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,IncomePerCapErr,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,MeanHealthCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment%_2019,Median Household Income_2019,% of State Median HH Income
TX,Texas,Montgomery,48339,23,8.6,34.5,6.6,35.4,2.7,6.4,6.5,10.7,12.6,11.6,11.8,3,535187,F,265034,270153,23,67.9,4.5,0.1,2.8,0.1,352796,74323,38012,871,13.9,39.8,15.3,24,10.5,10.5,82.1,9.1,1.2,0.9,1.2,5.5,32.7,78.06,249640,81.1,10.7,8.1,,3.4,88833,1.387062020
TX,Texas,Moore,48341,22.7,8.9,33.4,5.6,34.8,3.2,7.2,7.4,13.7,14.7,14.6,18,3.5,22016,M,11466,10550,54.1,33.7,3.2,0.3,7.9,0,11352,52469,21372,1142,26,22.1,14.9,15.8,16.5,30.7,75,20.6,0.4,2.3,1.1,0.6,16.9,31.44,10591,81.6,13.8,4.4,,2.3,55099,0.860330398
TX,Texas,Morris,48343,31.2,9.9,41.9,8.3,39.3,3.9,9.4,9.7,15.4,14.2,15.5,17.7,4.8,12530,F,6022,6508,9.2,65.1,23.6,0.4,0.1,0.1,9333,40227,22803,2179,20.9,25.4,21.7,18.1,7.6,27.2,87.1,6.1,0.3,0.7,1.8,4,23.8,39.89,5044,75.7,17.6,6.6,,5.3,43304,0.676160140
TX,Texas,Motley,48345,33.7,9.1,43.3,9.7,42.5,4.1,10.1,11.3,15.7,13,15.6,15.8,4.9,1114,M,575,539,16.3,76.5,3.5,0,0,0,846,40598,25908,3973,11.3,35.9,16,12.5,22.4,13.3,82.8,6.3,0.8,3.9,0,6.1,16.4,26.7,513,64.5,17.7,17.7,,3.5,40217,0.627958903
TX,Texas,Nacogdoches,48347,26.1,10,34.4,6.2,34.2,3.2,8.1,7.7,12.9,16,14.2,19,3.8,65411,F,31297,34114,18.9,59.9,17.2,0.3,1.6,0,46030,41482,22589,1150,32.2,32.1,17.8,23.4,12.5,14.2,79.5,12.5,0.1,3.7,1.3,2.8,20.4,35.12,28199,73.4,19.2,7.2,,3.7,46207,0.721488352
TX,Texas,Navarro,48349,28.9,9.9,39.7,7.3,38.8,3.7,9.2,9,15.2,15.2,15.9,19.3,4.4,48239,F,23726,24513,26.2,57.3,13.1,0.3,0.6,1,31446,45103,22152,1046,29.8,27.8,20.3,20.3,12.8,18.7,80.8,12.7,0.4,1,0.9,4.3,25.3,44.52,20325,75.5,15.8,8.5,,3.2,48649,0.759618387
TX,Texas,Newton,48351,31.8,10.3,41.8,8,39.4,4,10.7,10.2,15.8,15.8,17.1,21.1,5.1,14187,M,7436,6751,3.5,73.6,21.3,0.2,0.1,0,11144,40180,20800,1616,19.3,21.6,18.4,23,16.6,20.4,79.4,14.6,0.5,0.3,3,2.1,37.3,64.03,4971,76.9,19.2,3.8,,6.3,45890,0.716538630
TX,Texas,Nolan,48353,28.3,9.2,38.5,7.4,38.5,3.7,8.7,9.1,14.8,14.4,15.4,17.4,4.2,14990,M,7629,7361,36.4,57,4.9,0.4,0.3,0,10812,42019,23686,1769,25,27.9,20.1,16.9,14.4,20.8,79.7,13.7,0,2.6,2.5,1.5,15.5,26.73,6316,74.3,18.5,7.1,,2.9,46389,0.724330148
TX,Texas,Nueces,48355,23,8.3,34.6,6,35.1,3.3,6.3,7.2,13.9,13.2,13.4,14.1,3.3,358484,F,176836,181648,63,30.3,3.6,0.2,1.9,0.1,252113,53317,26780,491,23.8,29.4,21.3,24.5,13,11.8,83,10.2,1.3,1.7,1.5,2.3,19.6,36.76,165116,77.8,15.3,6.8,,4.1,56079,0.875632378
TX,Texas,Ochiltree,48357,23.8,9,33.3,6,35.1,3.1,7.5,7.3,12.9,14.6,14.3,17.2,3.4,10484,M,5353,5131,53,44.5,0.2,0.7,0.2,0,5698,50120,24157,2387,14.7,22.9,17.1,19.9,25.7,14.4,76.1,19.1,0,2,1.8,1.1,18.5,36.57,4679,79.1,12.8,7.8,,2.7,62567,0.976937730
TX,Texas,Oldham,48359,26.4,9.3,35.5,7.1,37.2,3.1,8.1,7.7,12,14.1,13.8,14.8,3.5,2083,M,1208,875,15.5,75.8,5.6,0,0.1,0,1289,62426,25461,7333,14.6,35.3,15.6,23.6,11.9,13.7,73.2,11.4,0,10.1,0.8,4.4,19,36.62,776,82.5,11.9,5.2,,2.8,59404,0.927549810
TX,Texas,Orange,48361,28.9,9.6,37,7.3,37.1,3.2,8.7,8.2,12.7,14.8,14.2,15.6,3.9,83909,F,41505,42404,7.1,81.4,8.3,0.3,1.1,0,61569,53667,27938,1206,18.7,29.4,15.7,23.3,14,17.5,86.6,8.4,0.2,1.7,1.4,1.7,23.9,47.4,36743,81.9,13.2,4.7,,5.2,62976,0.983323965
TX,Texas,Palo Pinto,48363,29.8,9.6,39.1,7.9,39.5,3.6,9.6,9.5,14.4,14.8,15.7,17.2,4.3,28109,F,13904,14205,19.7,75.4,2.4,0.6,0.6,0.1,20418,45067,24840,1490,28.3,24.3,20,22,14.1,19.5,81.7,8,0.5,2.1,3.2,4.5,23.5,41.91,11724,78.6,11.4,9.9,,3.1,50159,0.783195928
TX,Texas,Panola,48365,29.9,10.1,40.4,7.8,38.3,3.7,9.5,9.3,14.4,14.9,15.6,18.1,4.5,23574,F,11635,11939,8.6,73.4,16.3,0.1,0.6,0,17245,49704,26205,2154,22.3,24,16.7,24.9,18.2,16.2,89.2,6,0.5,1.8,0.8,1.7,25.9,48.9,9855,80.8,11.2,8,,4,56882,0.888170633
TX,Texas,Parker,48367,25.8,8.9,33.5,7.3,36.4,2.8,7.3,7.2,11,13,12.3,12.5,3.2,125963,F,62545,63418,11.5,84.4,1.3,0.5,0.5,0,91539,70608,33367,1047,12.7,38.3,14,24.3,12.1,11.3,82.8,9.5,0.2,1,1.5,5.1,31.7,72.54,58626,76.6,14.6,8.5,,2.9,82501,1.288192493
TX,Texas,Parmer,48369,24.7,8.8,35.7,6.2,36.9,3.6,7.8,8.4,15.1,14.4,15.5,19.1,3.8,9871,M,5065,4806,62.4,35.1,1.6,0.1,0.2,0,5688,50410,21876,1537,27.6,26.2,13,17.2,16.7,26.9,76.7,13.2,0.9,1.7,4.7,2.9,14.2,25.42,4411,75.9,14.2,9.6,,2.2,50607,0.790191119
TX,Texas,Pecos,48371,22.2,8.3,34.6,5.5,35.5,3.3,6.6,7.5,14.7,13.7,14.5,16.5,3.5,15804,M,9058,6746,68.5,25.9,4.1,0.6,0.4,0.1,10542,50543,19088,1217,11.5,21.3,22.3,18.5,20,17.9,79.2,14.3,0.6,1.6,1.1,3.1,19.2,35.02,6103,68.3,22.6,8.1,,3.3,52763,0.823855474
TX,Texas,Polk,48373,29.9,9.7,41.5,7.6,40,3.7,10,9.6,15.1,15,16.3,18,4.5,46974,M,25288,21686,14.8,70.9,10.4,1.5,0.6,0.1,35008,43267,23023,985,32,22.8,22.8,23.7,17.9,12.8,77.7,12.4,0.9,1.6,3.5,4,29.1,52.01,17988,72.6,18.4,8.7,,4.7,50416,0.787208794
TX,Texas,Potter,48375,24.4,9.5,36.3,6,35.8,3.4,8.2,8.1,14.3,15.4,15.4,19.9,3.9,121230,M,62467,58763,37.6,45.2,9.3,0.3,5.2,0.1,75898,41852,21941,858,29.1,24.2,22.9,22.7,12.3,17.8,79.3,14.7,0.9,1.7,1.1,2.3,17.8,29.23,52859,82.7,11.8,5.5,,2.7,41138,0.642339641
TX,Texas,Presidio,48377,30.9,9.4,43.1,7.2,42.3,5.9,10.5,13.5,23.8,15.7,21.6,25.5,6.2,7191,F,3558,3633,81.4,13.6,0,0,5,0,3408,26486,15329,1476,31.9,28,26.1,18,22.8,5.1,53.9,18.7,1.2,17.5,2.2,6.5,18.3,27.87,2426,55.9,30.3,13.1,,6.5,33499,0.523062270
TX,Texas,Rains,48379,32,9.5,42.1,8.9,41.8,3.7,10.2,10.2,14.5,14.1,15.6,16.5,4.6,11246,M,5722,5524,8.7,85.8,1.5,1,0.1,0,8630,48308,23976,1572,17.6,27,16.7,23.1,16.9,16.4,80.7,11.8,0,2.1,1.8,3.5,34.9,70.68,4601,74,11.7,14.3,,3,65657,1.025185810
TX,Texas,Randall,48381,23,8.6,31.8,6.8,34.1,2.7,6.1,6.3,10,12.4,11.2,11.3,2.9,130552,F,64149,66403,20.2,73.4,2.8,0.4,1.5,0.1,95349,65564,32922,753,11.6,37.3,17.4,26.2,8.9,10.2,84.7,9.7,0.3,1.3,1,3,19.1,40.18,68640,75.3,16.3,8.3,,2.4,70694,1.103834864
TX,Texas,Reagan,48383,22,8.3,34.2,5.5,35.3,3.2,6.4,7.1,13.8,13.6,13.8,15.8,3.3,3735,M,1986,1749,70.1,28.9,0.7,0,0,0,2166,59760,25273,2662,30.5,19.7,9,25.9,25.8,19.6,80.4,14.6,0,1.3,1.2,2.5,16.6,34.07,1752,74.3,16.8,9,,2.5,67384,1.052151646
TX,Texas,Real,48385,36.1,9.6,44.7,9.5,43.8,4.8,11.6,12.8,18.8,14.1,18.3,18.6,5.7,3358,F,1553,1805,19.8,80,0.2,0,0,0,2579,36493,20873,2757,33.6,28.9,23.6,29.7,13.6,4.3,62.6,13.9,0,7.1,5,11.4,16.3,26.69,1281,73.4,10.7,15.9,,4,40834,0.637592905
TX,Texas,Red River,48387,34,10.2,45.9,8.9,41.3,4.3,11.1,11.3,16.9,15.1,17.4,20.2,5.5,12353,F,5803,6550,7.3,73.1,17.6,0.2,0,0,9753,35356,21177,1417,18.5,26.5,18.7,20.1,14.5,20.3,83,8.2,0,2.8,1.8,4.2,30.7,50.51,4770,71,19.2,9.8,,4.6,41325,0.645259509
TX,Texas,Reeves,48389,19.4,7.9,32.7,4.8,33.7,3.1,5.7,6.7,13.7,13.7,13.4,15.6,3.1,14791,M,8938,5853,75,18.2,4.5,0.4,1.1,0,8930,49390,18992,1651,16.1,22.5,21,20.1,15.9,20.5,84.9,8.9,0,1.9,1.3,2.9,16.8,29.65,5140,70.3,25.9,3.8,,1.7,48990,0.764942852
TX,Texas,Refugio,48391,29.5,8.9,40.4,7.9,39.7,4.1,8.8,10,17.1,13.5,15.9,17.2,4.6,7293,F,3617,3676,49.7,42.3,5,0.1,0.1,0,5487,50338,23959,1587,28.2,24.1,25.7,16.3,17.4,16.4,82.9,12.5,0,2.3,0.3,2.1,22.7,39.32,2961,74.8,14.8,10.4,,3.7,46883,0.732043595
TX,Texas,Roberts,48393,29.2,9,35.5,8.4,37.6,3.3,8.3,8.9,12.6,13,13.5,13.3,3.8,889,F,404,485,7.4,90.6,0,0,0.4,0,625,79167,34555,5327,7.3,46.2,15.2,14.2,9.3,15.2,77.7,13.7,0,2.3,0,6.3,22.2,46.71,409,58.2,24,17.8,,3.1,70705,1.104006620
TX,Texas,Robertson,48395,29.1,9.6,40.6,7.7,38.6,3.7,8.7,8.9,14.7,14,14.9,16.8,4.4,16727,F,8291,8436,20.2,57.9,19.7,0.2,0.3,0.1,11889,52189,23337,1593,21.2,30.1,16.1,21.2,16,16.6,80.2,12.6,0,2.5,1.2,3.5,24.4,42.31,7180,72.1,19.8,8,,3.6,47016,0.734120292
TX,Texas,Rockwall,48397,22.3,8.4,31.2,6.7,33.4,2.5,5.6,5.8,9.6,11.8,10.5,9.7,2.7,90414,F,44463,45951,17.1,72.3,6,0.2,2.4,0,61266,93269,38933,1286,7.5,47.5,13.2,24.1,7.3,8,81.6,9.6,0.8,0.5,1.7,5.9,33.4,88.56,44335,79.9,14.5,5.5,,3.1,105763,1.651411530
TX,Texas,Runnels,48399,29,9.1,39.7,7.9,40.1,3.8,9.1,9.7,15.1,13.9,15.5,17.6,4.4,10266,F,5050,5216,33.8,62.3,1.3,0.4,1.1,0,7659,41226,22190,1490,20.2,31.1,15.2,21.8,17.9,14,82.9,11,0,2.6,0.6,2.8,21.9,38.54,4184,68.5,21.5,9.6,,2.8,48650,0.759634002
TX,Texas,Rusk,48401,27.6,9.6,40.8,7,38.3,3.4,8.7,8.5,13.8,14.8,14.8,18.3,4.2,53026,M,27810,25216,16.1,64.7,17,0.2,0.5,0,38227,49270,23521,951,23.1,26.7,18.2,20.7,15.9,18.5,86.7,8.5,0,0.9,0.6,3.3,24.3,45.56,20340,79.8,13.1,6.8,,3.6,56036,0.874960964
TX,Texas,Sabine,48403,37.3,9.9,47,10,44.8,4.7,12.4,13.2,17.9,14.6,18.4,20,6,10429,M,5232,5197,4,86.1,7.6,0,0.1,0,8477,33561,20876,1771,36.2,18.7,19.2,29.8,14.9,17.3,86.9,4.8,0.3,3.5,0.5,4.1,22.2,37.38,3379,75.2,13.9,8.6,,6.6,43778,0.683561302
TX,Texas,San Augustine,48405,35.5,10.4,46.9,9.3,42.9,4.7,12,12.3,18.6,15.2,18.5,21.8,6.1,8403,F,4154,4249,6.9,68.8,20.8,1.5,0,0,6517,32394,21066,2875,37.4,28.1,15,23.3,12.2,21.3,83.9,11.1,0,0.9,1.2,3,26.7,43.42,2493,81.3,9.3,9.4,,4.8,40094,0.626038349
TX,Texas,San Jacinto,48407,32.6,9.9,43.4,8.2,41.5,4,10.9,10.7,16,15.3,17.2,20.3,5,27436,F,13563,13873,12.5,74.9,10.7,0.5,0,0,20605,43421,22308,1550,22,22,17.4,23.8,22.4,14.4,80.1,13.3,0,1.1,2.9,2.6,41.3,68.79,10221,77.3,15,7.6,,4.6,42633,0.665682968
TX,Texas,San Patricio,48409,24.7,8.8,34.9,6.3,37,3.4,7.2,7.8,14.3,13.9,14.4,15.6,3.6,66867,M,33592,33275,56.8,39.4,1.5,0.2,1,0,46088,53332,24613,860,22,26,20,21.8,18.2,14,84.3,9.5,0.2,1.5,1.3,3.2,23.6,44.72,28869,77.9,17.1,4.9,,5.4,57302,0.894728624
TX,Texas,San Saba,48411,30,9.2,40.4,8.2,40.3,4,10,10.5,15.1,14.5,16.2,20.3,4.7,5851,M,2949,2902,29.7,65.3,2.8,0,0,0,4169,40301,22481,2996,33.3,29,16.8,14.8,24.5,14.9,69.3,22.5,0,2.2,1.9,4.1,25.8,44.36,2475,70.1,16.4,13.1,,2.9,46061,0.719208669
TX,Texas,Schleicher,48413,26,8.5,35.3,7.2,37,3.5,7.2,8.2,14.3,12.5,13.5,13.4,3.6,3122,M,1572,1550,51.8,47.7,0.3,0,0.1,0,1961,63432,28112,4832,9.9,29.2,16.5,16.3,21.2,16.7,78.6,15.2,0.7,0,1,4.5,29,53.13,1475,67.2,26.8,6,,2.9,53286,0.832021735
TX,Texas,Scurry,48415,25.7,9,35.4,6.6,36.2,3.4,8.1,8.3,13.7,14.6,14.9,18.2,3.9,17346,M,9446,7900,39.7,53.6,4.5,0.1,0.2,0,12385,54565,24140,1725,17.2,23.7,17.4,23.3,20.7,15,82.2,12.8,0.3,1,2,1.6,16.6,31.19,6772,77,13.1,9.8,,3.2,56299,0.879067516
TX,Texas,Shackelford,48417,30.4,9.5,38.8,8.6,39.8,3.6,9.4,9.5,13.4,14,15,15.9,4.3,3348,M,1677,1671,11.7,85.6,0.2,0.3,0.2,0,2505,46685,24296,2570,20.6,33.4,17.7,26,14.7,8.2,82.3,11.5,0,1.5,4.1,0.5,20.7,41.74,1508,72.3,17.5,9.9,,2.2,65095,1.016410593
TX,Texas,Shelby,48419,30.5,10.5,41.2,7.5,39.3,4,10.5,10,15.9,16.2,17.6,22.2,5,25689,F,12740,12949,17.8,62.1,18.8,0.2,0.5,0.1,17069,38121,20686,1236,37,26.8,15.9,17.8,21.8,17.6,76.6,17.6,0.5,1.7,0.9,2.8,26.3,42.61,9432,74.9,15.7,9.1,,3.9,39708,0.620011242
TX,Texas,Sherman,48421,25.8,8.8,35.6,7,37.1,3.3,7.7,8,13.1,13.5,13.9,15.7,3.6,3067,M,1590,1477,43.3,55.8,0.3,0.2,0,0,1967,54961,25358,2477,24.6,29.2,8.2,19.3,19.4,23.9,76.7,14.7,0.4,4.5,1.3,2.4,20.1,37.51,1604,74.4,13.5,12.1,,2.3,55473,0.866170133
TX,Texas,Smith,48423,27,9.7,38.5,7.1,36.3,3.4,7.8,8,13.2,14.1,13.9,16.2,3.9,222277,F,107355,114922,19,60.3,17.4,0.3,1.6,0.1,155626,50742,26270,684,22.1,33,19.2,23,10.7,14.1,83.7,9.5,0.2,1,2.2,3.4,23.8,45.93,98488,81.8,12,6,,3.3,59538,0.929642121
TX,Texas,Somervell,48425,29.5,9.4,38.2,7.8,38.9,3.6,9.2,9.3,13.8,14.3,15.2,16.3,4.2,8650,F,4155,4495,19.1,78.7,0.6,0.3,0,0.6,6383,52346,27095,2855,34.4,34.8,14.4,22.2,16.5,12.1,78.9,17,0.3,1.2,1.2,1.4,28.3,58.3,3671,81.3,11.9,6.1,,3.6,67897,1.060161764
TX,Texas,Starr,48427,23.2,9.4,36.2,4.9,37.3,4.5,7.9,9.1,19.4,17.2,19.5,23.3,4.3,63420,F,30815,32605,99.2,0.6,0,0,0.1,0,29308,27133,13167,854,45.7,22.3,30.5,17.6,17.9,11.8,69,20.2,0.4,4.5,0.8,5.2,23.1,34.83,21423,67.9,22.5,8.3,,9.8,32516,0.507713447
TX,Texas,Stephens,48429,29.6,9.5,38.3,7.7,39.3,3.8,10,10,14.6,15.1,16.3,19.9,4.5,9365,M,4826,4539,23.2,72.1,2.2,0.6,0.5,0,6896,45862,23044,1813,32.7,25.1,18.6,20.3,17.6,18.5,82.5,10.2,0.5,1.5,3,2.3,19.5,33.71,3730,72.8,14.6,12.5,,3.1,46658,0.728530385
TX,Texas,Sterling,48431,25.7,8.7,37.1,6.9,37.8,3.3,7.4,7.9,13.2,13.4,13.9,15.6,3.6,1139,M,608,531,40.8,57.4,0.3,0,0,0,757,50000,25675,4446,37.1,32.2,15.1,23.3,10.3,19,77.4,0.6,0,1,9.4,11.6,21,42.9,515,61.9,23.5,14.6,,3.1,66790,1.042876772
TX,Texas,Stonewall,48433,32.5,9,42.9,9.4,41.9,4.1,10,10.9,15.4,13.1,15.7,16.7,4.9,1084,M,555,529,22.7,72.6,3.5,0,0,0,823,46786,28063,4263,20.1,34.8,16.7,16.1,16.7,15.6,84.1,12.5,0,0,1.8,1.6,17.7,31.04,442,54.3,30.5,13.1,,2.9,48267,0.753653738
TX,Texas,Sutton,48435,24.6,8,35.6,7,37.4,3.3,6.5,7.7,14.1,11.8,13,12.7,3.4,3894,M,2127,1767,59.4,39.2,0.1,0,0,1,2658,60996,31603,4027,5.5,31.6,13,18.6,19.6,17.2,84.3,9.6,0,1.4,0.4,4.3,19.7,39.21,1827,75,13.7,11.1,,3.7,63427,0.990365998
TX,Texas,Swisher,48437,28,9.5,39.2,7,38.3,4.1,9.6,10,16.2,15.6,17.3,22.1,4.7,7541,M,3955,3586,43.1,47.5,5.7,0.5,0.2,0.1,5179,37883,18878,2348,30.8,30.3,19.2,22,13.8,14.7,83.3,7.5,0.2,3.3,1.1,4.5,19.7,33.35,2704,72.1,15.3,12.5,,3.7,44388,0.693086003
TX,Texas,Tarrant,48439,22.4,9.3,33.9,5.9,35,2.8,6.2,6.2,12,13.9,12.9,14,3.1,1983675,F,971142,1012533,28.2,48.3,15.6,0.3,5.1,0.2,1270469,62532,30857,257,19.4,36.6,16.2,25.2,9,13,82.5,10.2,0.6,1.2,1.2,4.3,27,56.57,974947,83,11.3,5.6,,3.3,70130,1.095028418
TX,Texas,Taylor,48441,23.7,9.1,32.8,6.4,34.3,2.9,7,7,11.2,14.3,12.6,14.8,3.3,135371,F,66258,69113,23.8,64.5,7.4,0.5,1.9,0.1,98253,49161,25419,673,20.6,30.6,22.3,25,11.5,10.6,81.1,10.3,0.6,2.2,1,4.8,16.9,31.27,62872,78,15.7,6,,2.9,54465,0.850430954
TX,Texas,Terrell,48443,31.9,8.7,44,8.6,42.8,4.8,9.3,11.8,19.5,12.8,16.9,16.8,5.2,721,F,357,364,56.3,33.1,3.2,0.7,0,0,546,26063,21204,4392,14,33.1,25,10.8,12.3,18.8,83.8,4.6,0,1.5,0,10,30,51.4,260,50.4,29.2,20.4,,3.4,45677,0.713212791
TX,Texas,Terry,48445,26.3,9.3,36.5,6.4,37.2,3.9,8.8,9.2,16.1,15.4,16.7,21.3,4.3,12755,M,6753,6002,53.8,40.8,4.6,0.2,0,0,8567,42441,21938,3713,21.1,31.1,17.6,17.4,22.8,11.1,77.8,16.3,0.3,1.1,1.9,2.7,20.1,33.58,4556,74.8,17.2,8,,3.7,42953,0.670679533
TX,Texas,Throckmorton,48447,33.6,9.2,42.5,9.7,41.8,4,10,10.8,15,13.1,15.5,16.1,4.8,1541,F,705,836,15.8,82.5,0.1,0,0.3,0,1218,37279,27732,4961,19.6,35.1,13.3,22.7,14.1,14.8,84.7,7.8,0.2,0.5,0.5,6.4,22.2,37.02,661,65.4,19.5,15.1,,3.8,42746,0.667447380
TX,Texas,Titus,48449,26,9.6,36.9,6.5,36.7,3.5,8.6,8.5,14.5,15.3,15.7,19.8,4.1,32664,F,16055,16609,42.1,46.3,9.1,0.2,0.8,0,18900,46980,21090,1364,29.4,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,33.46,14307,83.5,9.9,6.5,,4.2,49924,0.779526575
TX,Texas,Tom Green,48451,23.5,8.7,32.3,6.4,34.4,3,6.6,7.1,12.2,13.5,12.8,14,3.2,116906,F,57848,59058,38.8,54.3,4,0.2,1.1,0,85961,49662,27513,1193,17.2,32.2,18.3,24.8,13.1,11.6,79.4,10.4,0.2,4.1,2.4,3.6,17.8,33.02,53414,77.1,15.9,7,,3,54774,0.855255762
TX,Texas,Travis,48453,17.6,8.2,25.2,5.1,30.3,2.4,4.6,5.1,8.6,12,10.1,10.1,2.4,1176584,M,593319,583265,33.9,49.3,7.9,0.2,6.3,0,783460,68350,38820,418,18.8,47.4,15.8,22.1,8.1,6.6,74.5,9.7,3.2,1.9,2.3,8.4,25.3,57.18,645807,77.7,14.9,7.3,,2.6,80690,1.259915058
TX,Texas,Trinity,48455,34.6,10,45.8,9.3,43.3,4.4,11.5,11.7,17,14.9,17.6,19.2,5.5,14481,F,6959,7522,9.3,79.1,9.5,0.3,0.4,0,11188,37398,20369,1260,30,27.5,23,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1,4.9,33.2,55.9,4946,69.3,20.8,9.2,,4.8,43788,0.683717444
TX,Texas,Tyler,48457,29.7,9.4,40,8.1,39.2,3.6,9.7,9.7,13.8,14.5,15.4,18.2,4.5,21456,M,11726,9730,7.3,79.6,10.8,0.1,0.3,0,17064,44396,21172,1438,23.8,23.6,21,22.5,16.8,16.1,83.3,7.5,0,1,3.1,5,35.7,62.6,6746,77.7,17.9,4.2,,5.8,48254,0.753450753
TX,Texas,Upshur,48459,29.5,9.7,38.9,7.9,38.9,3.4,9.2,8.8,13.3,14.6,14.9,16.6,4.2,40506,F,20035,20471,8.1,80.7,8.9,0.7,0.2,0,29790,48796,24088,1297,20.3,29.1,15.6,25.2,13.1,17,83.5,10.3,0.2,0.7,1.3,4,27.8,50.84,16720,80.1,12.4,7.2,,3.7,53078,0.828773968
TX,Texas,Upton,48461,25.4,8.8,35.8,6.5,36.5,3.5,7.7,8.4,14.7,14.3,15.1,17.7,3.8,3575,F,1747,1828,49.7,43,6.7,0.1,0.3,0,2290,52750,25290,3206,24,27.4,12.3,18.5,24.3,17.5,86.1,8.3,0.4,1.3,1.2,2.7,20.9,40.12,1398,69.7,22.5,7.8,,2.9,58908,0.919805134
TX,Texas,Uvalde,48463,25.2,8.7,36.1,6.4,37.1,3.9,7.6,8.8,16.1,14.3,15.7,18,4.1,27015,F,13188,13827,70.9,27.1,0.1,0.4,1,0,17424,40781,19146,921,27.7,24.1,22.3,22,18.2,13.4,84.4,10.2,0,1.1,1.4,2.9,18.5,31.41,11605,70.6,20.6,8.8,,3.8,44690,0.697801511
TX,Texas,Val Verde,48465,22.3,8.5,34.7,5.5,35.9,3.8,6.5,7.9,15.8,14.2,15.1,16.9,3.6,48976,M,24836,24140,81.4,15.9,1.1,0.1,0.5,0.1,28860,44609,20160,1240,27.1,25.5,21.5,23.1,15.2,14.7,76.9,12.8,0.4,3,3.4,3.5,19,32.36,18667,68,26.4,5.5,,3.4,45034,0.703172819
TX,Texas,Van Zandt,48467,30.2,9.6,38.6,8.3,39.8,3.6,9.6,9.5,13.6,14.6,15.2,17.2,4.3,53607,F,26307,27300,10.3,84.3,2.6,0.5,0.5,0.1,39666,50061,25394,1208,20.3,30,19.8,22.7,14.6,13,80.5,11.4,0.1,1,0.8,6.4,34.4,64.24,22384,74.5,15,10.3,,3.3,55554,0.867434889
TX,Texas,Victoria,48469,25.6,8.8,37,6.7,36.8,3.4,7.3,7.9,13.9,13.6,14,15.4,3.7,91518,F,44790,46728,46,45.4,5.8,0.1,1.1,0,64245,55740,28181,1001,20.8,30,17.3,25.3,13.2,14.1,81.3,12.1,0.9,0.8,0.8,4.1,20,37.91,43077,80.5,11.4,7.8,,3.4,57344,0.895384423
TX,Texas,Walker,48471,22.9,9.6,35.2,5.6,33.4,3,7.3,7.2,12.3,15.3,13.5,18.1,3.5,70818,M,41435,29383,17.8,56.9,22.9,0.3,1.2,0,56277,41456,17194,1111,24.3,31.7,27.7,22.1,8.8,9.7,82,8.6,0.1,3.9,1.6,3.8,25.8,44.94,24044,60.9,35,3.9,,3.9,47519,0.741974268
TX,Texas,Waller,48473,22.2,9.9,33.9,5.5,33.5,2.9,6.9,6.6,11.9,15.4,13.1,17.4,3.3,48443,F,24209,24234,29.4,43,24.9,0.1,0.7,0,32066,53506,23888,1274,25.1,26.5,21.5,25,14,13,78.7,10.8,0.9,3.9,1.4,4.4,30,58.96,21837,75.6,15.9,7.9,,3.7,61822,0.965305103
TX,Texas,Ward,48475,24.4,8.9,34.9,6.2,36.1,3.4,7.3,7.8,14.2,14.2,14.5,16.5,3.6,11498,M,5790,5708,52.2,41.4,4.8,0.6,0.3,0,7730,63333,26860,2095,12.7,28.6,16.4,17.3,19.2,18.6,82.3,9.1,0,1.5,3,4.1,21.7,42.5,4823,75.1,17.3,7.5,,2.3,61396,0.958653426
TX,Texas,Washington,48477,30,9.4,39.9,8.2,38.7,3.6,8.6,9.1,14,13.5,14.4,15.8,4.4,34667,F,17199,17468,15.5,64.5,17,0.3,1.8,0.1,25423,55793,28517,2309,20.8,32.7,16.2,23.7,10.9,16.5,85.8,8.7,0.1,1,0.9,3.5,21.5,41.32,14897,74,15.9,10.1,,3.3,59039,0.921850603
TX,Texas,Webb,48479,20.7,8.7,33,4.6,34.3,3.7,6.2,7.2,16.5,15.1,16,17.9,3.4,269624,F,131657,137967,95.5,3.5,0.3,0.1,0.5,0,130541,40442,16316,420,42,26.2,22.9,28,10.2,12.7,81.4,11.9,1.1,1.7,1.2,2.7,21.7,39.51,102713,75.5,17.3,6.9,,3.7,52576,0.820935607
TX,Texas,Wharton,48481,27.9,9.5,38.8,7.1,38.2,3.8,8.6,9,15.6,14.6,15.6,18.3,4.4,41430,F,20355,21075,40.3,45.3,13.8,0.1,0.1,0,27899,50145,25867,1856,29.2,25.4,19.3,21.1,17.6,16.5,84.4,11.7,0.4,0.5,0.3,2.7,23,40.92,18767,80.7,12.6,6.5,,3.4,49901,0.779167447
