StateAbbr,State,County,CountyFIPS,ARTHRITIS,CASTHMA,BPHIGH,CANCER,HIGHCHOL,KIDNEY,COPD,CHD,DIABETES,MHLTH,PHLTH,TEETHLOST,STROKE,TotalPopulation,GenderMajority,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,IncomePerCapErr,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,MeanHealthCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment%_2019,Median Household Income_2019,% of State Median HH Income
TX,Texas,Burleson,48051,28.9,9.3,40.8,8,39.2,3.6,8.9,9.1,14.4,13.7,15,16.5,4.3,17596,F,8781,8815,20.1,65.7,12.3,0.2,0.3,0,12859,52510,27112,1779,26.9,25.6,19.3,19.1,17.2,18.9,81.6,13.5,0.3,1.1,0.8,2.6,27.4,53.82,7697,71.9,18.5,9.3,,3.1,61745,0.964102804
TX,Texas,Burnet,48053,29.7,8.9,38.2,8.5,39,3.4,8.4,8.9,13.1,12.8,13.9,13.9,3.9,45017,F,22234,22783,21.9,74.1,1.5,0.6,0.7,0,33766,57173,29247,1770,18.4,30.2,18.8,22.4,14.9,13.6,76.4,12.5,0.2,2.7,1.6,6.6,26.2,51.9,19567,75.3,12.4,12,,2.7,62827,0.980997439
TX,Texas,Caldwell,48055,24.1,9,34.6,6.1,36,3.4,7.7,7.8,14.6,14.7,14.8,17.9,3.7,40544,M,20563,19981,50.7,41.1,6.1,0.2,1,0.1,28283,51346,23366,1304,22.9,25.3,20.2,23.5,17.4,13.7,79,11.6,0.2,3.6,1.7,4,30.6,57.02,18238,74.3,18.9,6.7,,3.3,55301,0.863484479
TX,Texas,Calhoun,48057,26.3,8.5,36.8,6.9,37.9,3.5,7.8,8.7,14.8,13.3,14.6,16.1,3.9,21821,M,10976,10845,48.1,43.2,2.6,0.1,4.9,0.1,14965,58788,26909,1580,24.6,24.8,16.4,19.5,17.3,21.9,82.7,11.7,0.5,0.9,1.1,3.2,20.9,39.15,9676,83.8,10.5,5.7,,3.2,55909,0.872977953
TX,Texas,Callahan,48059,30.8,9.4,39.2,8.3,40.1,3.5,9.3,9.4,13.6,14.2,14.9,15.7,4.2,13660,F,6650,7010,9.1,86.8,1.5,0.1,0.2,0,10269,40945,22205,1487,15.4,24.9,15.2,24.8,18.3,16.7,84.7,8.8,0,0.8,0.3,5.4,22.9,41.07,5128,72.1,16.3,10.2,,3.1,50812,0.793392043
TX,Texas,Cameron,48061,24.3,8.9,35.3,5.5,36.3,4.2,7.3,8.8,18,15.3,17.3,19.4,4.1,420201,F,203657,216544,89.3,9.3,0.4,0.1,0.6,0,224981,36095,16085,329,43.9,28.2,26.3,24.3,10.5,10.6,84.8,9.1,0.5,1.3,1.8,2.4,20.2,33.1,153938,73.8,17.1,8.9,,5.5,40893,0.638514147
TX,Texas,Camp,48063,29.7,9.8,40.5,7.5,38.6,3.8,9.2,9.4,15.5,14.7,15.7,18.4,4.6,12670,F,6215,6455,23.9,56.6,16.9,0.4,0.3,0,8606,41811,21069,1432,24.4,22.5,18,22.4,14.3,22.7,80.7,13.7,0.4,0.1,1.4,3.6,26,45.12,5274,75.1,15,8.9,,4.2,47091,0.735291362
TX,Texas,Carson,48065,27.4,8.7,35.3,8.2,37.4,3,7.2,7.8,11.3,12.1,12.1,11.2,3.4,6033,F,2888,3145,9.7,86.4,0.6,0.4,0.5,0.2,4433,67010,31788,2489,7.8,37.8,9.1,24.1,17.5,11.5,86.2,10.2,0.1,0.2,0,3.3,19.7,41.16,2896,71.3,20.3,8.1,,2.6,69760,1.089251140
TX,Texas,Cass,48067,32.3,10.1,42.9,8.5,40.2,4,10.3,10.3,15.6,14.9,16.4,19,5,30118,F,14599,15519,4.3,76.4,17,0,0.4,0,22979,41432,22145,1125,30.7,22.9,19.3,24.6,14,19.2,89.5,4.3,0.2,0.6,3.4,2,24,40.69,11991,74,16.7,9.3,,4.3,44529,0.695287615
TX,Texas,Castro,48069,25.2,8.7,36.8,6.6,37.5,3.7,7.6,8.7,15.2,13.8,15.1,17.6,3.9,7891,M,3958,3933,63.9,32.9,0.7,0.1,1.2,0,4447,44643,22292,4461,22.7,24.7,14.4,26.6,18.2,16.2,85.8,7.1,0,2.4,0.7,4,16.1,29.11,3289,75.8,12.6,10.3,,2.8,51736,0.807819624
TX,Texas,Chambers,48071,23.7,9.1,33.5,6.2,34.6,2.8,7,6.7,11.3,14.1,12.9,14.6,3.2,39283,M,19679,19604,21.4,68,8,0.1,1.3,0,25703,74368,31412,1542,17.8,36.1,9.5,19.7,15.8,18.9,88.9,6.6,0.2,0.9,1.3,2.1,27.8,68.32,16713,75.6,16.4,7.7,,4.5,93351,1.457607270
TX,Texas,Cherokee,48073,29.4,9.9,39.8,7.4,38.3,3.8,9.5,9.4,14.9,15.5,16.1,19.6,4.5,51594,M,26307,25287,22.5,61.3,13.6,0.5,0.6,0,35239,44294,21102,1071,29,28.9,19.8,21.2,14.6,15.6,80.1,14.3,0,2,0.8,2.7,24.4,42.14,20526,73.1,20,6.8,,3.8,46576,0.727250016
TX,Texas,Childress,48075,23.6,8.8,34.2,6.1,34.5,3.1,7.8,7.7,12.2,14.7,14,18.7,3.6,7064,M,3933,3131,21.7,64.1,7.2,1,1.4,3.4,5426,40432,18694,2746,15.7,31.8,14.2,21.9,14.7,17.4,80.9,15.5,0,0.9,0,2.7,15.7,26.51,2515,68.9,25.6,5.4,,2.7,44095,0.688511024
TX,Texas,Clay,48077,30.9,9.2,40.5,8.8,40,3.5,9.2,9.4,13.4,13.4,14.5,14.5,4.2,10369,F,5184,5185,5.7,90.4,0.5,1.2,0.3,0,7989,46863,27593,2301,21.8,30.6,16.5,24.4,14.7,13.9,84.5,7.5,0,2.5,1,4.5,23.9,46.28,4373,74.4,14.5,10.9,,3.1,59983,0.936590469
TX,Texas,Cochran,48079,28.6,9.6,41,6.8,40,4.4,9.8,10.4,17.9,15.9,18.4,23.1,4.9,2932,M,1492,1440,57,37.7,2.6,0.2,0,0,1779,37500,19195,2005,34.7,25.7,12.8,12.2,32,17.4,71.6,24.3,0.6,1,0.5,2,23.4,39.38,1189,65.9,22.5,11.5,,3.4,43742,0.682999188
TX,Texas,Coke,48081,32.3,9.1,42.3,9.3,42.1,4,9.8,10.8,15.2,13.3,15.5,16.6,4.7,3238,F,1609,1629,21.1,76.9,0.6,0.6,0.2,0,2550,42500,24623,1913,19.5,41.3,14.2,15,17.6,11.8,84.3,5.5,0,5.1,0.7,4.3,23,40.39,1462,58.1,31.7,10.3,,3.2,48435,0.756276935
TX,Texas,Coleman,48083,33.4,9.5,43.7,9,42.9,4.2,10.6,11.2,16,14.1,16.7,17.8,5,8422,M,4282,4140,17.4,77.3,2.7,0.8,0.8,0,6470,40804,26436,3192,29,33,11.9,19.3,18.4,17.5,87.8,7.2,0.1,0.8,1.6,2.5,24.5,41.65,3310,72.6,15.6,11.8,,4.1,44834,0.700049966
TX,Texas,Collin,48085,20.4,8,29.6,5.9,32.3,2.3,4.6,5,9.2,10.6,9.6,8.9,2.4,914075,F,448915,465160,15.1,59.1,9.2,0.3,13.5,0.1,584404,90124,41609,444,8.2,52.7,12.1,24.3,5.2,5.7,81.3,7,1.1,0.8,1.3,8.5,28.7,72.1,474671,84.3,9.7,5.9,,3.1,96847,1.512194741
TX,Texas,Collingsworth,48087,29.2,9.6,38.7,7.7,38.7,3.8,9.4,9.5,14.7,14.6,15.9,19,4.5,3026,F,1508,1518,31.3,60.3,3.5,4.3,0.1,0,2035,46348,21356,2113,25.8,20.9,22.4,19,21.4,16.2,86.3,8.8,0,4.1,0,0.8,15.4,25.09,1386,65.2,26.2,8.7,,3.2,40314,0.629473487
TX,Texas,Colorado,48089,30.1,9.1,39.7,8.2,39.3,3.8,8.9,9.5,15.1,13.3,14.9,16.7,4.5,20913,M,10487,10426,28.9,57,13,0.1,0.1,0,14875,50241,26689,1937,15.3,29.4,17.9,23.5,14.2,15,85.8,8,1.1,1,0.6,3.5,20.5,38.3,9491,73.3,17.6,8.8,,3.1,55607,0.868262445
TX,Texas,Comal,48091,25.4,8.4,33.8,7.4,37.3,3,6.6,7.2,11.4,11.8,11.8,10.9,3.2,129100,F,63732,65368,26.8,68.7,2,0.1,1,0,94928,73655,35841,827,14.1,39,14.7,27.3,10,9,80.7,8.5,0.2,1.6,1.4,7.6,30.6,72.63,59833,78.7,12.8,8,,3,87976,1.373680595
TX,Texas,Comanche,48093,31,9.1,41.3,8.8,41.3,3.9,9.6,10.3,15,13.5,15.5,16.8,4.6,13492,F,6710,6782,27.3,70.4,0.7,0.5,0.6,0,9715,42419,22751,1575,29.2,29.6,14.4,21.7,17.3,16.9,80.6,11.3,0,2.7,1.7,3.8,25.2,46.5,5454,75.4,14.3,10,,3.2,54122,0.845075261
TX,Texas,Concho,48095,24,8,42.1,6.2,42.1,3.5,8.1,8.9,14.9,13.5,15.4,20.6,3.9,3858,M,2622,1236,53,44.9,0.7,0.1,1,0,2114,46696,17513,2719,13.8,30.8,16,22.5,20,10.7,79.3,12.1,0,3.5,0,5.1,22.5,37.72,1023,55,25.9,19.1,,3.2,43321,0.676425582
TX,Texas,Cooke,48097,28.3,9.3,37.1,7.8,38.2,3.3,8.4,8.5,12.8,13.9,13.9,14.8,3.8,39064,F,19358,19706,17.3,76.4,2.5,0.7,0.9,0.2,27204,60027,29067,1064,24.7,29.2,20.4,21.6,11,17.8,76.8,15.7,0.1,1.6,1.2,4.6,25.5,49.86,18724,77.5,14.9,7.3,,2.8,61186,0.955374430
TX,Texas,Coryell,48099,21.6,9.7,31.3,5.3,31.1,2.6,6.6,5.8,10.3,15.6,12.6,15.3,3,75818,M,37921,37897,17.8,59.5,13.7,0.6,1.8,0.7,55434,50865,21171,1082,18.9,29.8,23.8,25.1,12.6,8.8,72.8,12.8,0.4,7.3,2.2,4.5,22,40.23,23306,62,31.8,6.1,,3.9,53083,0.828852039
TX,Texas,Cottle,48101,35.6,10.3,44.5,8.9,42.4,4.9,12.3,12.6,19.2,15.6,19.5,22.8,6,1498,M,758,740,32.7,53.6,10.2,0.3,0,0,1061,33534,20566,2966,35.8,26,29.2,17.7,22.3,4.9,69.5,17.5,0.3,8.2,3,1.6,15.2,24.8,651,61.6,24.6,13.4,,4.2,40449,0.631581413
TX,Texas,Crane,48103,22,8.4,33.3,5.9,35,3,6.2,6.7,12.8,13.2,13,14.5,3.1,4836,M,2515,2321,62.8,32.9,4.2,0.1,0,0,2746,63935,24582,1869,16.6,19.1,16.7,16.1,27.2,20.9,78.5,17.3,1.7,0.8,1.4,0.4,28.5,59.04,2023,84,13.2,2.8,,4,68626,1.071544563
TX,Texas,Crockett,48105,25.4,8.3,37.5,6.8,38.6,3.6,7,8.3,15.7,12.7,14.3,13.9,3.7,3836,F,1903,1933,66.1,33,0.9,0,0,0,2618,52310,23296,3356,39.8,26.4,17,19.1,24.5,13,80,16.5,0,0,0,3.5,22.3,41.16,1733,66.9,19.2,13.8,,2.9,54165,0.845746674
TX,Texas,Crosby,48107,29.1,9.3,39.5,7.3,39.4,4.3,9.4,10.3,17.4,14.9,17.3,20.2,4.8,5895,F,2918,2977,55.4,40,3.7,0,0,0,4174,38674,20057,1734,29.7,30,18.4,21.5,19.2,10.9,85.2,7.9,0,2.2,3.5,1.3,21.6,34.71,2519,72.1,19.7,7.9,,3.9,38871,0.606942102
TX,Texas,Culberson,48109,30.5,9.4,43.4,7,42.1,5.2,10.2,12,22,15.7,20.3,22.7,5.6,2257,M,1162,1095,80.7,17.4,0.4,0,0.3,0,1587,33125,16763,2601,47.3,19.3,36,17.9,19.7,7.1,78,11.6,0,2.6,4.6,3.2,12.5,21.18,974,73.4,18.8,7.8,,4,44462,0.694241459
TX,Texas,Dallam,48111,23.5,9.2,34.3,5.9,35.8,3.1,7.5,7.3,12.7,14.9,14.3,17.4,3.4,7207,M,3880,3327,43.8,51.2,1.7,1.2,0.9,0,4139,45580,25221,4782,24.6,20.9,25,14.3,21,18.8,83.9,11,0.4,1.8,0.6,2.3,13.5,25.26,3501,77.5,10.9,11.4,,1.9,55793,0.871166698
TX,Texas,Dallas,48113,20.2,9.2,33.2,5.4,34,3.1,6.2,6.3,11.6,13.6,12.7,16.1,3.3,2552213,F,1257751,1294462,39.6,30.2,22.1,0.2,6,0,1473599,53626,29810,247,27.1,34,17.7,24.1,11.5,12.8,78.4,11,2.8,1.5,2,4.3,27.2,53.45,1252101,84.3,9.1,6.4,,3.5,61807,0.965070889
TX,Texas,Dawson,48115,25.8,9.2,36.5,6.1,36.6,3.9,8.8,9.2,16.2,15.9,17.1,22.2,4.4,13095,M,7274,5821,56.4,36.3,5.7,0.4,0.9,0,9223,43201,21360,1861,20.4,25,17,21.8,19.3,16.8,77.8,16.5,0.3,2.3,0.3,2.9,16.6,29.08,4968,70.4,20.1,9.3,,3.9,48165,0.752061083
TX,Texas,Deaf Smith,48117,23.3,8.7,34.7,5.8,35.9,3.4,7,7.6,14.5,14.2,14.7,17.5,3.5,18947,M,9499,9448,71.6,25.9,0.8,0.3,0.5,0.1,10652,51543,21209,1250,26.8,27.7,12.8,18.5,15,26,85,11.5,0.5,0.4,0.4,2.2,13.1,22.55,8619,80.9,12.9,5.5,,2.8,46178,0.721035538
TX,Texas,Delta,48119,31.4,9.8,40.9,8.3,40.3,3.8,10.1,10.1,14.8,14.8,16,17.6,4.7,5172,F,2552,2620,6.9,81.5,7.9,0.2,0.7,0,3959,42642,22732,2155,40.1,31,16.5,22.1,13.9,16.5,86.9,7.1,0.6,2.4,1.6,1.5,31.5,56.76,1980,72.6,19.6,7.8,,3.4,51348,0.801761289
TX,Texas,Denton,48121,20.8,8.5,29.7,5.7,31.9,2.3,5.1,5.1,9,11.8,10,9.6,2.4,781321,F,384390,396931,19.1,60.9,9.1,0.3,7.8,0.1,519933,80290,37928,397,9.4,46,13.9,25.6,6.3,8.2,80.9,8.5,0.9,1.3,1.3,7.1,28.9,69.92,419189,82.7,11.6,5.5,,3,90910,1.419492849
TX,Texas,DeWitt,48123,29.1,9.1,40.9,7.6,39.2,3.8,9,9.5,15.5,14,15.7,18.3,4.5,20474,M,10697,9777,34.5,55.6,9,0,0,0,15285,50960,28116,2303,20.2,30.5,18.3,19.8,15.5,15.9,85,7.6,0.1,2.3,1,3.9,23.8,43.33,7965,76.9,16.1,6.7,,2.6,52544,0.820435950
TX,Texas,Dickens,48125,29.6,9,40.1,8,39.8,4,9.6,10.3,15.3,13.9,16,18.9,4.6,2224,M,1186,1038,27.6,68.7,3.1,0.3,0.1,0,1664,43088,24171,3281,19.3,37.1,20.7,17.4,17,7.8,66.5,14.8,0.3,7.1,6.4,5,19.1,31.62,747,65.9,22,12,,4.4,41973,0.655377553
TX,Texas,Dimmit,48127,26.6,9,39.2,6.1,39.5,4.7,8.3,10.2,20.2,15.3,18.6,20.9,4.7,10822,F,5284,5538,86.5,13.2,0.1,0,0.2,0,7179,31384,17939,3265,43.3,23.1,24.2,30.2,12.8,9.8,80.3,8.6,0.4,3.1,1,6.7,15.6,25.42,3805,72.7,16.6,10.7,,2.5,40315,0.629489101
TX,Texas,Donley,48129,30.3,9.4,38.9,8.5,39.3,3.6,9,9.5,13.6,13.8,14.4,15.7,4.3,3433,F,1714,1719,10.6,81.8,3.7,0.7,0.5,0,2699,44429,23212,1865,23.5,30.5,21.5,22.9,14.7,10.4,74.2,14.8,0,4.8,0.3,5.9,23.6,38.74,1421,66.6,19.3,14.1,,3.5,41093,0.641637000
TX,Texas,Duval,48131,25.5,8.6,39.1,6.1,39,4.5,7.6,9.8,19.6,14.5,17.6,19.1,4.5,11434,M,5891,5543,89.3,9,1.4,0,0.3,0,8283,35443,19085,2049,36.2,19.6,27.1,18.5,22.2,12.7,74,15.5,0,3.1,1.2,6.2,27.6,43.59,3950,73.5,18.5,7.2,,4.5,37100,0.579289239
TX,Texas,Eastland,48133,31.3,9.7,39.8,8.4,40.1,3.9,10.4,10.4,14.9,15.1,16.4,19.1,4.7,18278,M,9337,8941,16,79.9,2.2,0.4,0.2,0,14087,32135,20433,2001,24.6,28.7,17.4,23.5,13.5,16.8,87.2,8.5,0,2.6,1.1,0.7,18.6,32.25,6910,76.6,15.8,6.6,,3.3,46991,0.733729936
TX,Texas,Ector,48135,21,8.6,31,5.2,32.7,2.8,5.9,6,11.6,14,12.8,15.5,2.9,155744,M,78798,76946,58.7,34.5,4.1,0.2,1,0,96417,59528,27728,973,15.6,23.4,15.7,25.9,17.9,17.1,81.1,13.6,0.4,1.7,1,2.2,22,44.52,72576,82.3,11,6.5,,2.6,65564,1.023733683
TX,Texas,Edwards,48137,32,8.6,42.7,8.8,42.4,4.6,9.6,11.8,18.7,12.5,16.6,17,5.1,2111,F,965,1146,56.9,43.1,0,0,0,0,1765,48462,28968,13175,12.4,14,22.1,37.2,23.5,3.3,63.6,15.2,0,1.9,3,16.3,16.3,26.59,888,64.9,18.2,16.9,,2.3,40424,0.631191056
TX,Texas,Ellis,48139,23,9.2,35.8,6.3,35.6,2.9,6.7,6.3,11.8,13.4,12,12.4,3.2,164092,F,80837,83255,25.5,62.6,8.9,0.3,0.7,0,111526,67371,28612,695,14.6,33.2,13.5,25.8,11.8,15.7,82,11.1,0.4,0.9,0.6,5,29.3,65.14,78597,79.5,13.1,7.2,,3.1,78341,1.223237149
TX,Texas,El Paso,48141,21.5,8.2,30.9,5.1,31.6,3.5,5.6,6.6,15,13.8,13.7,13.6,3.2,834825,F,409199,425626,82.2,12.4,3,0.3,1.1,0.1,488016,43244,19950,268,30.2,30.1,20.9,27,9.1,12.9,79.7,11,1.5,2,2.3,3.5,23.4,41.17,341350,74,19.5,6.3,,3.8,48629,0.759306102
TX,Texas,Erath,48143,23.1,9.5,30.7,6.1,33.4,2.8,7.1,6.9,10.5,15.3,12.7,15.3,3.1,41016,F,20118,20898,20.6,75.4,1.6,0.5,0.8,0,30429,47013,23511,1391,21.5,32.1,21.6,19.5,12.1,14.8,81.8,10.2,0.3,2.5,0.7,4.5,19.9,36.38,19076,77,14,8.3,,3.2,53044,0.828243083
TX,Texas,Falls,48145,29.3,10.5,41.3,7.1,38.2,4,9.9,9.6,16.1,16.2,17.1,22.1,4.9,17289,F,8135,9154,22.8,51.5,24.3,0.2,0.2,0.1,12915,38834,17755,973,37.7,23,19.1,20.3,14.5,23.1,78,11.1,1.1,3.7,2.9,3.2,26.7,43.99,5774,77.4,15.5,6.9,,3.3,41484,0.647742177
TX,Texas,Fannin,48147,28.7,9.4,38.4,7.6,38.3,3.4,9,8.8,13,14.5,14.7,16.5,4,33787,M,17846,15941,10.6,79.4,6.5,0.4,0.7,0.1,25406,47875,23212,927,,31.7,16.4,22.6,12.9,16.5,81.7,9.9,0,1.7,1.2,5.5,29.7,55.73,13407,72.5,19.9,7.3,,2.7,56123,0.876319405
TX,Texas,Fayette,48149,31.6,9.1,40.9,9,40.5,3.9,9.6,10.2,15,13.2,15.3,16.3,4.6,24963,F,12188,12775,20.4,71.9,6,0.1,0.7,0,18780,56941,30405,1931,10.1,22.3,18.7,26.2,16.2,16.6,85.3,8.4,0.2,1.9,1,3.1,22.8,44.94,11626,75.9,13.5,10.2,,2.6,62195,0.971129224
TX,Texas,Fisher,48151,30.3,8.8,40.4,8.7,40.2,3.9,8.7,9.9,15,12.8,14.8,15.1,4.4,3875,F,1867,2008,29.8,66.5,2.9,0,0.5,0.1,2961,45294,27750,3592,24.5,32.8,16.6,19.8,17.2,13.6,81.3,11,0,3.3,0.9,3.5,21.3,38.28,1728,68.3,18.2,13.1,,2.9,51053,0.797155081
TX,Texas,Floyd,48153,28,9,39.1,7.3,38.9,4.1,8.8,9.8,16.6,14.2,16.4,19,4.5,5953,F,2911,3042,57.8,37.9,2.5,0.2,0.3,0,4035,48767,24347,2488,28.7,30,17.1,15.6,22.9,14.4,81,8.9,0.8,1.6,0.3,7.4,14.9,25.37,2444,75.3,15.1,9.6,,4.3,45022,0.702985448
TX,Texas,Foard,48155,33,9.5,42,9.4,41,4.1,10.2,10.9,15.8,13.7,16,17.7,5,1414,M,749,665,21.6,76.2,2.2,0,0,0,1096,50000,26034,4635,5.3,22.2,22.7,23.5,15.1,16.6,84.3,10.9,0,2.4,0,2.4,20.8,33.34,591,60.9,27.1,11.2,,3.1,38615,0.602944850
TX,Texas,Fort Bend,48157,18.9,7.8,32,5.5,33.6,2.5,4.6,5.2,11.2,10.6,9.8,9.1,2.6,711421,F,349697,361724,24.2,34.4,20.2,0.2,19.2,0,434611,93645,38382,621,10.7,50.4,12,23.1,6.4,8.1,82,9.7,1.6,0.5,1.3,4.9,33,85.23,339159,82.3,11.8,5.7,,3.5,101361,1.582677534
TX,Texas,Franklin,48159,29.4,8.9,39.8,8.5,39.9,3.4,8.3,8.9,12.8,12.7,13.4,13.5,3.9,10639,M,5409,5230,13.9,79.6,4.5,0.5,0,0.1,7429,43967,23642,2098,,24.3,14.6,26.8,16.9,17.4,82.5,8.9,0.4,1.5,1.2,5.5,23.9,42.79,4397,74,11.1,14.1,,3.6,50630,0.790550247
TX,Texas,Freestone,48161,30.8,9.8,42.3,7.9,39.5,3.9,9.8,9.8,15.6,14.8,16.2,19,4.8,19646,M,10224,9422,14.7,67.5,16.1,0.2,0.4,0,14290,45890,24060,1797,26.4,26.4,24.9,19.3,14.1,15.3,82.9,12,0.1,1.6,0.7,2.7,25.7,46.77,7422,73.3,19.6,7.1,,4.8,52511,0.819920680
TX,Texas,Frio,48163,20.3,8.2,33.1,4.8,34.2,3.3,6.3,7.2,14.5,14.6,14.7,18.3,3.3,19110,M,11363,7747,78.5,16.4,3.6,0,0.6,0,12651,37382,16833,2042,26.8,19.2,22.3,17.5,20.5,20.5,84.6,11,0.2,1.4,0.6,2.3,15.8,25.76,6859,76.6,16.8,6.6,,2.6,40360,0.630191743
TX,Texas,Gaines,48165,22.8,9.7,32.1,5.4,34.1,3.1,7.9,7.2,12.7,16.5,15.2,19.5,3.4,19889,M,10082,9807,40.6,56.3,2.3,0.1,0.5,0,10115,58167,22656,2576,11.6,28.6,11.8,18.6,24.9,16.1,74.9,18.8,0,4.1,0.1,2.1,19,38.93,8134,76,12.5,11,,2.4,67171,1.048825807
TX,Texas,Galveston,48167,25.2,9.3,34.8,6.7,35.7,3.1,6.6,6.7,12.7,13.4,12.4,13.8,3.3,321184,F,158564,162620,23.9,58,12.5,0.3,3.3,0,225661,65702,33870,571,19.7,41.1,17.6,22,9.4,9.9,80.9,10.5,0.9,2,1.9,3.7,28,60.01,149076,77,16.7,6.1,,4,73214,1.143182812
TX,Texas,Garza,48169,20.7,8.6,31.6,5.1,33,3,7.2,7.2,12.5,15.2,14.4,21.4,3.4,6739,M,4369,2370,54,40.5,4.5,0.1,0.6,0,3472,53832,20635,4165,26.1,30.3,22.3,15.5,15.2,16.7,71.5,23.8,0,2,2.6,0.1,17.4,30.71,2445,72.2,16.7,11.1,,2.7,48975,0.764708638
TX,Texas,Gillespie,48171,32,8.5,41.4,9.8,41.6,3.8,8.5,10.1,14,11.4,13.6,13.1,4.3,25939,F,12655,13284,22.5,75.6,0.1,0,0.1,0,19514,56267,32557,2310,22.6,33.6,21.1,21.7,14.3,9.3,72.5,14,0.5,4.4,2.3,6.2,20.7,40.79,11800,73.4,8.9,17.2,,2.4,62143,0.970317282
TX,Texas,Glasscock,48173,25.1,8.9,35.2,6.7,36.8,3.3,7.7,8.2,13,13.9,14.1,15.8,3.6,1420,M,792,628,40.6,59.4,0,0,0,0,855,64886,32885,6824,6.1,45.3,9.6,17.5,11.1,16.6,77.7,3.8,0,9.9,1.2,7.4,20.6,50.76,669,76.8,14.1,9.1,,2.1,93759,1.463977890
TX,Texas,Goliad,48175,29.8,8.8,40.1,8.2,40.1,3.8,8.4,9.5,15.4,12.9,14.8,14.4,4.2,7510,M,3778,3732,35.6,58.6,5.3,0,0.2,0,5773,56737,30075,3418,31.2,29.4,11.9,24.7,16.7,17.2,76,13.4,0,5.2,0,5.4,29.9,56.4,2994,71.7,20.7,7.6,,3.4,56758,0.886234464
TX,Texas,Gonzales,48177,27.6,9.2,39.7,6.9,38.8,3.8,8.7,9.1,15.7,14.6,16,19.4,4.3,20558,M,10400,10158,50.1,42.3,6.7,0.1,0.2,0,12811,47516,23635,1542,25,19.5,18,22.8,16.7,23,77.3,14.8,1.3,2.3,1.3,3.1,22.3,39.16,8939,76.6,14.8,8.4,,2.7,48425,0.756120792
TX,Texas,Gray,48179,28.2,9.4,37.7,7.2,37.5,3.6,9.1,9.1,14.4,15.1,15.7,19.2,4.2,22962,M,12143,10819,27.9,64.5,4.3,0.9,0.7,0.1,15721,48314,23457,1409,20.3,23.1,17.8,24.6,18.3,16.1,85.7,10.3,0,1.5,1.8,0.8,19,34.59,9498,81.2,12.1,6.6,,3.6,52543,0.820420336
TX,Texas,Grayson,48181,28.3,9.6,36.8,7.7,37.8,3.3,8.4,8.3,12.7,14.1,14.1,15.1,3.8,126146,F,61556,64590,12.7,76.4,5.5,1.3,1.3,0,90691,52683,26535,639,19.7,31.1,18.7,24.6,10.8,14.7,78,12.6,0.4,1.8,1.3,5.9,24.9,47.23,57373,79.8,12.5,7.4,,3.1,57439,0.896867778
TX,Texas,Gregg,48183,27.1,10,38.2,6.9,36.1,3.5,8.4,8.2,13.7,15.1,14.9,17.6,4.1,123402,F,60366,63036,18.2,58.3,20.1,0.3,1.4,0.1,84357,47970,25144,748,24.5,27.8,18.7,25.1,12,16.5,85.3,8.4,0.2,2,1.3,2.8,20.4,37.33,55237,84.3,10.1,5.5,,3.7,53137,0.829695210
TX,Texas,Grimes,48185,29,9.7,40.9,7.2,38.8,3.8,9.6,9.6,15.5,15.1,16.4,19.5,4.6,27358,M,15070,12288,23.6,58.7,15.6,0.3,0.1,0,19712,49745,23585,2861,30.7,23.3,17.9,22.4,14.9,21.4,77.5,16.3,0,1.4,0.9,3.9,27.1,48.96,10403,76.7,15.4,7.7,,3.9,51651,0.806492411
TX,Texas,Guadalupe,48187,24.2,8.6,33.2,6.4,33.9,2.9,6.1,6.5,11.9,12.7,12.1,11.9,3,150889,F,74611,76278,37.3,51.4,7.1,0.2,1.7,0,106496,66187,29300,692,14.6,33.4,15.9,25.5,10.3,14.9,85,8.9,0.2,0.7,1.1,4.1,26.7,59.55,70169,76.3,17.8,5.6,,2.9,78801,1.230419711
TX,Texas,Hale,48189,23.6,8.8,35.2,5.9,35.7,3.4,7.3,7.8,14.2,14.4,14.7,17.7,3.6,34527,M,17906,16621,58.8,34.6,4.4,0.1,0.2,0,22811,46012,19205,866,27.2,25.6,21.8,21,16,15.6,82.3,12.5,0.4,1.3,0.4,3.2,17.7,31.29,14267,74.3,19.1,6.4,,4.5,49187,0.768018862
TX,Texas,Hall,48191,34.7,10.3,45.5,8.4,43,5.1,12.6,13.2,19.9,16.4,20.4,25.7,6.3,3102,M,1552,1550,34.2,56.7,7.4,0.1,0.5,0,2140,31324,20022,3934,27.7,20.4,25.8,23.4,25.5,4.9,82.6,12.9,0,2,1.5,0.9,15,23.42,1125,66.8,22.4,9.3,,4.1,35940,0.561176691
TX,Texas,Hamilton,48193,32.5,9.5,41.3,9.1,41.3,4,10.5,11,15,14.2,16.3,18.3,4.9,8220,F,4062,4158,12,85.1,0.7,0.7,0.2,0,6304,46611,26522,3521,23.8,29,18.9,19.9,18.7,13.4,71.6,16.9,0,6.1,0,5.4,19.1,34.76,3584,69.3,18.1,11.1,,3,52505,0.819826994
